Identifier,Name,Height,Spread,Diameter,Maturity,Condition
00014451,Sycamore,15,7,40,Middle aged,Good
00014452,"Oak - Evergreen, Holm",10,3,16,Middle aged,Good
00014456,Sycamore,15,9,60,Mature,Fair
00014457,Sycamore,15,8,33,Middle aged,Good
00014458,Sycamore,15,13,65,Mature,Fair
00014460,Horse Chestnut,16,7,42,Mature,Good
00014461,Poplar - Lombardy,25,6,62,Mature,Good
00014463,Sycamore,19,18,68,Mature,Good
00014473,Laurel - Cherry,6,5,13,Middle aged,Good
00014479,Sycamore,16,8,40,Mature,Good
00014481,"Oak - Evergreen, Holm",12,4,24,Middle aged,Good
00014482,Oak - Turkey,19,8,50,Mature,Good
00014485,Sycamore,15,5,29,Middle aged,Good
00014486,"Oak - Evergreen, Holm",9,6,17,Middle aged,Good
00014491,"Oak - Common, Pedunculate",12,9,45,Mature,Good
00014492,Ash,14,8,38,Mature,Good
00014494,"Oak - Evergreen, Holm",12,7,30,Mature,Good
00014496,London plane,17,16,93,Mature,Fair
00014497,Maple - Variegated Norway,5,3,12,Middle aged,Fair
00014498,London plane,19,12,63,Mature,Good
00014499,London plane,20,16,74,Mature,Good
00014500,London plane,20,12,93,Mature,Good
00014501,London plane,21,17,51,Mature,Good
00014502,London plane,22,15,70,Mature,Good
00014505,London plane,17,8,71,Mature,Good
00014506,London plane,15,8,50,Mature,Good
00014513,London plane,21,14,78,Mature,Good
00014514,London plane,18,11,47,Mature,Good
00014515,London plane,19,12,41,Mature,Good
00014516,London plane,26,15,70,Mature,Good
00014517,London plane,20,12,69,Mature,Good
00014518,London plane,23,15,46,Mature,Good
00014519,London plane,22,15,71,Mature,Good
00014520,London plane,24,15,69,Mature,Good
00014521,London plane,22,15,94,Mature,Good
00014522,London plane,14,11,47,Mature,Good
00014523,London plane,13,9,47,Middle aged,Fair
00014524,Maple,7,6,26,Middle aged,Good
00014526,London plane,12,8,35,Middle aged,Fair
00014532,Tree of Heaven,11,8,57,Mature,Good
00014533,Maple - Field,8,6,39,Mature,Good
00014534,Maple - Norway,14,11,67,Middle aged,Fair
00014535,Maple - Norway,15,10,63,Mature,Fair
00014536,Maple - Field,5,4,22,Middle aged,Fair
00014537,Maple - Norway,10,9,50,Mature,Good
00014538,Maple - Norway,12,8,49,Mature,Fair
00014539,Maple - Norway,13,10,54,Mature,Fair
00014540,Maple - Norway,10,8,48,Mature,Fair
00014541,London plane,7,6,64,Mature,Good
00014542,London plane,8,7,60,Mature,Good
00014544,London plane,9,8,74,Mature,Good
00014545,London plane,7,6,45,Mature,Good
00014546,London plane,10,6,63,Mature,Good
00014549,London plane,12,10,71,Mature,Good
00014550,London plane,12,9,72,Mature,Good
00014551,London plane,12,9,69,Mature,Good
00014552,London plane,13,7,66,Mature,Good
00014553,London plane,10,9,64,Mature,Good
00014554,London plane,10,10,59,Mature,Good
00014555,London plane,12,10,67,Mature,Good
00014556,London plane,11,10,60,Mature,Good
00014557,London plane,8,9,61,Mature,Fair
00014558,London plane,9,11,58,Mature,Good
00014559,London plane,10,8,54,Mature,Good
00014560,London plane,11,8,53,Mature,Fair
00014561,London plane,10,8,65,Mature,Fair
00014562,London plane,11,8,48,Mature,Good
00014563,London plane,11,9,59,Mature,Good
00014564,London plane,11,8,54,Mature,Good
00014565,London plane,11,9,64,Mature,Good
00014568,Whitebeam,11,6,46,Mature,Fair
00014569,Whitebeam,11.8,6,34,Mature,Fair
00014570,Rowan - Yellow berried,7,3,17,Middle aged,Poor
00014571,Rowan - Yellow berried,6,4,14,Middle aged,Poor
00014573,Hawthorn - Common,7,6,19,Mature,Good
00014574,Lime - Common,14,12,56,Mature,Fair
00014576,Lime - Caucasian,17,6,36,Mature,Good
00014577,Sycamore,20,11,59,Mature,Good
00014578,Lime - Caucasian,17,7,30,Mature,Good
00014579,Lime - Common,16,11,50,Mature,Fair
00014581,Sycamore,16,14,60,Mature,Good
00014582,Maple - Norway,17,8,52,Middle aged,Fair
00014583,Maple - Norway,17,10,45,Middle aged,Fair
00014584,Maple - Norway,16,7,37,Middle aged,Good
00014585,Maple - Norway,16,7,36,Middle aged,Fair
00014586,Maple - Norway,15,7,34,Middle aged,Fair
00014587,Maple - Norway,15,10,36,Middle aged,Fair
00014588,Lime - Common,15,11,48,Mature,Good
00014590,Ash - Narrow-leafed,16,10,40,Middle aged,Fair
00014592,Ash - Narrow-leafed,16,6,40,Mature,Fair
00014593,London plane,16,9,58,Mature,Good
00014594,Poplar -Black,6,5,65,Mature,Fair
00014596,Poplar -Black,17,15,63,Mature,Fair
00014597,Lime - Common,17,13,51,Mature,Good
00014598,Lime - Common,14,6,48,Mature,Good
00014599,Lime - Common,16,12,59,Mature,Fair
00014600,Elder,1,4,1,Middle aged,Good
00014602,Horse Chestnut,16,14,87,Over Mature,Fair
00014603,Lime - Common,17,13,60,Mature,Good
00014604,Lime - Common,17,13,60,Mature,Good
00014605,Whitebeam,14,10,40,Mature,Good
00014606,Whitebeam,14,11,43,Mature,Good
00014609,Magnolia,3,2,7,Juvenile,Fair
00014610,Poplar - Lombardy,20,6,30,Mature,Good
00014612,Sycamore,18,11,50,Mature,Good
00014616,Lime - Common,12,9,40,Mature,Good
00014617,Lime - Weeping silver,15,12,57,Mature,Good
00014618,Lime - Common,14,12,48,Mature,Fair
00014619,Alder - Italian,15,13,70,Over Mature,Fair
00014620,Lime - Common,13,11,49,Mature,Fair
00014621,Lime - Common,14,11,49,Mature,Fair
00014623,Lime - Common,12,3,45,Mature,Fair
00014624,London plane,12,11,51,Mature,Fair
00014625,Sycamore,14,11,50,Mature,Fair
00014626,Lime - Caucasian,10,8,30,Middle aged,Good
00014628,Sycamore,19,13,70,Mature,Good
00014629,Lime - Common,14,6,39,Mature,Fair
00014630,Lime - Common,9,8,29,Mature,Fair
00014631,Lime - Common,14,7,29,Mature,Fair
00014632,Lime - Common,14,11,42,Mature,Fair
00014633,Lime - Common,16,12,47,Mature,Fair
00014634,Lime - Common,16,12,44,Mature,Good
00014635,Lime - Common,15,10,40,Mature,Fair
00014636,Lime - Common,8,5,27,Middle aged,Fair
00014637,Horse Chestnut,21,15,96,Over Mature,Fair
00014638,Lime - Common,8,6,29,Middle aged,Fair
00014639,Lime - Common,16,10,44,Mature,Good
00014640,Lime - Common,16,12,46,Mature,Good
00014641,Sycamore,17,11,54,Mature,Good
00014642,Lime - Common,14,10,60,Mature,Good
00014643,Sycamore,17,10,56,Mature,Fair
00014644,Sycamore,22,11,74,Mature,Good
00014646,Sycamore - Purple leaved,20,14,100,Over Mature,Good
00014647,Lime - Common,15,13,67,Mature,Good
00014648,False Acacia,15,9,40,Middle aged,Fair
00014649,Birch - Silver,15,10,41,Over Mature,Fair
00014650,Sycamore,19,9,48,Middle aged,Good
00014651,Sycamore,19,10,53,Mature,Good
00014652,"Cherry - Wild, Gean",14,8,25,Middle aged,Fair
00014655,Pear,15,10,59,Mature,Good
00014657,Horse Chestnut,23,14,96,Over Mature,Fair
00014658,Horse Chestnut,16,9,52,Mature,Fair
00014659,Horse Chestnut,16,10,44,Mature,Fair
00014660,Sycamore,22,14,55,Mature,Fair
00014662,Lime - Common,12,5,35,Mature,Fair
00014663,Sycamore,18,8,38,Middle aged,Good
00014664,Lime - Common,13,9,37,Mature,Fair
00014665,Lime - Common,14,6,38,Mature,Good
00014666,Sycamore,15,7,28,Middle aged,Good
00014667,Hawthorn - European,5,5,17,Mature,Fair
00014668,Hawthorn - European,6,6,20,Mature,Fair
00014669,Hawthorn - European,6,6,24,Mature,Fair
00014670,Hawthorn - Common,10,7,20,Over Mature,Fair
00014671,Lime - Common,21,11,70,Mature,Fair
00014672,Lime - Caucasian,20,7,36,Middle aged,Good
00014673,Lime - Caucasian,19,7,39,Middle aged,Good
00014675,Lime - Common,17,10,39,Mature,Fair
00014676,Lime - Common,17,14,48,Mature,Fair
00014682,Sycamore,16,6,34,Middle aged,Good
00014683,Lime - Common,19,12,52,Mature,Fair
00014684,Lime - Common,16,9,36,Mature,Fair
00014685,Lime - Common,10,1,36,Mature,Fair
00014686,Lime - Common,16,11,47,Mature,Fair
00014687,Sycamore,21,12,57,Mature,Good
00014688,Sycamore,21,12,53,Mature,Good
00014689,Sycamore,20,12,61,Mature,Fair
00014690,Sycamore,22,15,74,Mature,Good
00014691,Lime - Caucasian,13,6,28,Middle aged,Good
00014692,Lime - Caucasian,14,7,34,Middle aged,Good
00014693,Lime - Caucasian,15,6,36,Middle aged,Good
00014695,Whitebeam,10,5,37,Mature,Fair
00014696,Whitebeam,10,5,38,Mature,Fair
00014697,Whitebeam,10,5,35,Mature,Fair
00014698,Whitebeam,10,4,20,Middle aged,Fair
00014700,Whitebeam,10.9,5,35,Mature,Fair
00014702,Maple - Norway,11,8,38,Mature,Fair
00014705,Maple - Norway,9,6,29,Middle aged,Fair
00014707,London plane,20,15,68,Mature,Fair
00014708,Maple - Norway,8,6,32,Middle aged,Fair
00014709,Maple - Norway,7,8,17,Middle aged,Fair
00014710,Maple - Norway,7,5,31,Mature,Fair
00014711,Maple - Norway,10,7,28,Middle aged,Fair
00014713,Maple - Norway,9,6,24,Middle aged,Fair
00014715,Maple - Norway,9,6,30,Middle aged,Fair
00014717,Maple - Norway,11,6,26,Middle aged,Fair
00014720,Maple - Norway,11,10,38,Middle aged,Fair
00014723,Maple - Purple Norway,4,1,6,Juvenile,Fair
00014729,Birch - Himalayan,8,7,20,Mature,Fair
00014730,Apple - Purple crab,4,3,9,Middle aged,Fair
00014731,"Cherry - Wild, Gean",10,9,30,Middle aged,Fair
00014732,London plane,18,17,68,Mature,Fair
00014733,Lime - Common,18,14,70,Mature,Fair
00014735,Cotoneaster,6,4,19,Mature,Fair
00014736,Beech - Purple,18,12,75,Mature,Good
00014738,Rowan - Scarlet,10,8,26,Middle aged,Good
00014739,Hawthorn - Common,8,5,33,Middle aged,Fair
00014741,"Birch - Downy, Hairy",12,7,33,Mature,Fair
00014743,London plane,26,20,122,Mature,Good
00014744,London plane,22,16,154,Mature,Fair
00014745,Lime - Common,22,15,91,Mature,Good
00014746,Whitebeam,7,4,23,Middle aged,Good
00014752,London plane,17,11,81,Mature,Good
00014755,London plane,17,8,49,Mature,Good
00014756,London plane,18,16,75,Mature,Good
00014757,Ash - Manna,8,6,31,Mature,Fair
00014758,Whitebeam,7,5,20,Middle aged,Good
00014760,London plane,22,15,53,Mature,Good
00014761,London plane,20,8,23,Middle aged,Good
00014763,London plane,15,8,23,Middle aged,Fair
00014764,London plane,20,8,29,Middle aged,Good
00014765,London plane,21,14,57,Mature,Good
00014766,London plane,20,10,35,Middle aged,Good
00014767,Maple - Variegated Norway,8,4,17,Middle aged,Fair
00014768,Maple - Variegated Norway,8,4,18,Middle aged,Fair
00014769,Maple - Variegated Norway,8,6,23,Middle aged,Fair
00014771,Hawthorn - Cockspur,6,4,23,Mature,Fair
00014779,Alder - Italian,20,6,49,Mature,Good
00014780,Pear - Chanticclere,12,7,38,Mature,Fair
00014790,Hawthorn - Paul's Scarlet,8,7,32,Mature,Fair
00014793,Maple - Boxelder,8,5,25,Middle aged,Fair
00014794,Maple - Boxelder,8,7,41,Mature,Fair
00014802,Hawthorn,6,5,28,Middle aged,Fair
00014805,Maple - Silver,16,7,38,Mature,Fair
00014806,Birch - Silver,13,7,32,Mature,Good
00014808,Birch - Silver,10,6,24,Middle aged,Fair
00014809,Birch - Silver,12,8,33,Mature,Fair
00014810,London plane,20,12,93,Mature,Good
00014811,London plane,19,12,89,Mature,Good
00014812,London plane,19,10,88,Mature,Good
00014813,London plane,16,11,76,Mature,Good
00014814,London plane,15,11,61,Mature,Good
00014815,London plane,16,12,72,Mature,Good
00014816,Birch - Silver,15,7,43,Mature,Good
00014817,"Birch - Downy, Hairy",12,10,34,Mature,Fair
00014818,"Birch - Downy, Hairy",13,8,37,Mature,Good
00014819,Birch - Silver,12,8,25,Mature,Fair
00014820,Birch - Silver,13,8,36,Mature,Fair
00014821,Birch - Silver,11,9,27,Mature,Fair
00014822,Paper birch,12,7,35,Mature,Fair
00014823,Lime - Caucasian,13,5,51,Mature,Good
00014825,Ash,12,6,19,Middle aged,Fair
00014826,Ash,12,6,20,Middle aged,Fair
00014828,Rowan,15,6,19,Middle aged,Fair
00014830,Pear - Chanticclere,14,4,20,Middle aged,Fair
00014831,Pear - Chanticclere,14,5,20,Middle aged,Good
00014832,Maple - Red,15,6,25,Middle aged,Fair
00014833,Maple - Red,16,6,34,Middle aged,Fair
00014842,Cherry - Double pint,6,9,41,Mature,Good
00014843,Birch - Silver,11,3,20,Middle aged,Fair
00014844,Wier maple,21,11,67,Mature,Fair
00014845,Wier maple,20,12,59,Mature,Fair
00014846,Wier maple,25,12,96,Mature,Fair
00014847,Sycamore,22,8,44,Middle aged,Good
00014848,Wier maple,20,16,84,Mature,Fair
00014854,Sycamore,19,10,47,Mature,Good
00014855,Maple - Norway,15,7,34,Middle aged,Good
00014856,False Acacia,20,11,56,Mature,Good
00014857,Sycamore,14,6,30,Middle aged,Fair
00014859,Wier maple,12,10,34,Middle aged,Good
00014860,London plane,13,7,34,Middle aged,Good
00014861,Wier maple,13,6,38,Middle aged,Good
00014862,London plane,12,5,22,Middle aged,Good
00014863,Wier maple,12,8,38,Middle aged,Good
00014864,London plane,12,5,31,Middle aged,Good
00014865,Wier maple,13,7,30,Middle aged,Good
00014866,London plane,13,8,37,Middle aged,Good
00014867,Wier maple,13,8,42,Mature,Good
00014869,Birch - Silver,12,10,33,Mature,Fair
00014870,Birch - Silver,12,7,23,Mature,Fair
00014871,Birch - Silver,15,7,32,Mature,Good
00014872,Cherry - Bird,9,7,26,Mature,Good
00014876,Birch - Silver,15,6,24,Mature,Good
00014880,Birch - Silver,8,2,16,Middle aged,Fair
00014882,Birch - Silver,6,3,10,Middle aged,Fair
00014883,Birch - Silver,17,4,26,Mature,Good
00014884,Birch - Silver,8,4,20,Mature,Fair
00014885,Birch - Silver,14,5,18,Mature,Fair
00014886,Maple - Norway,15,7,38,Mature,Fair
00014889,Sycamore,15,6,39,Middle aged,Fair
00014891,Sycamore,16,8,45,Mature,Good
00014893,Birch - Silver,15,8,25,Middle aged,Good
00014895,Birch - Silver,10,6,21,Middle aged,Fair
00014896,Birch - Silver,14,9,30,Mature,Good
00014901,Maple - Field,10,7,32,Mature,Good
00014902,Maple - Field,9,7,32,Mature,Good
00014903,Maple - Field,10,9,32,Mature,Good
00014904,Maple - Field,10,8,32,Mature,Good
00014905,Maple - Field,10,7,27,Mature,Good
00014907,Maple - Field,10,8,32,Mature,Good
00014908,Maple - Field,10,8,35,Mature,Good
00014909,Maple - Field,10,7,31,Mature,Good
00014910,Maple - Field,8,6,31,Mature,Good
00014911,Maple - Field,10,10,47,Mature,Good
00014917,Maple - Silver,12,7,47,Mature,Good
00014918,Cherry - Double white,14,5,23,Middle aged,Poor
00014919,London plane,15,7,64,Mature,Good
00014920,Sycamore,9,9,38,Mature,Fair
00014921,Tree of Heaven,8,5,25,Middle aged,Good
00014922,Tree of Heaven,14,7,32,Middle aged,Good
00014923,"Cherry - Wild, Gean",9,5,15,Middle aged,Good
00014925,London plane,16,7,66,Mature,Good
00014927,Maple - Silver,14,7,44,Mature,Good
00014928,Maple - Silver,14.4,7,45,Mature,Good
00014930,Maple - Silver,14,15,73,Mature,Fair
00014931,Maple - Crimson King Norway,9,6,31,Middle aged,Fair
00014932,Maple - Silver,9,7,46,Mature,Fair
00014933,Maple - Norway,12,9,38,Middle aged,Good
00014939,Willow - White,20,13,81,Mature,Good
00014940,Willow - White,22,12,78,Mature,Good
00014942,Birch - Silver,16,9,40,Mature,Good
00014943,Sycamore - Purple Leaved,12,6,31,Middle aged,Good
00014944,Sycamore - Purple Leaved,10,8,38,Mature,Good
00014945,Sycamore - Purple Leaved,9,4,20,Middle aged,Fair
00014946,Maple - Silver,15,8,49,Mature,Fair
00014947,Sycamore - Purple Leaved,11,5,31,Middle aged,Fair
00014948,Maple - Purple Norway,10,8,36,Middle aged,Fair
00014949,Maple - Norway,10,7,33,Middle aged,Fair
00014950,Maple - Norway,10,6,31,Middle aged,Fair
00014951,Sycamore,9,6,29,Middle aged,Fair
00014952,Sycamore - Purple Leaved,10,6,29,Middle aged,Fair
00014953,Sycamore - Purple Leaved,10,6,27,Middle aged,Fair
00014954,Sycamore - Purple Leaved,10,6,31,Middle aged,Fair
00014955,Sycamore - Purple Leaved,8,5,24,Middle aged,Fair
00014956,Sycamore - Purple leaved,10,7,33,Middle aged,Fair
00014957,Sycamore - Purple Leaved,10,6,26,Middle aged,Fair
00014958,Sycamore - Purple Leaved,9,4,22,Middle aged,Fair
00014959,Sycamore - Purple Leaved,9,6,28,Middle aged,Fair
00014960,Sycamore,12,7,37,Middle aged,Fair
00014961,Sycamore - Purple Leaved,13,7,35,Middle aged,Fair
00014962,Sycamore - Purple Leaved,14,10,43,Mature,Fair
00014963,Maple - Norway,13,6,43,Mature,Fair
00014964,Tree of Heaven,15,6,33,Mature,Good
00014965,Tree of Heaven,15,8,39,Mature,Good
00014969,Dawn Redwood,19.5,7,52,Mature,Good
00014970,Dawn Redwood,20,6,48,Mature,Good
00014971,Rowan,4.5,1,10,Juvenile,Fair
00014977,London plane,15,13,64,Mature,Good
00014998,Maple - Variegated Norway,8,5,42,Middle aged,Good
00014999,Whitebeam - Swedish,7,5,36,Mature,Fair
00015001,Plum,8,7,50,Mature,Fair
00015006,False Acacia,17,9,36,Middle aged,Fair
00015009,London plane,20,9,53,Mature,Good
00015010,London plane,16,9,42,Mature,Good
00015012,London plane,20,9,60,Mature,Good
00015013,False Acacia,15,7,48,Mature,Fair
00015014,False Acacia,15,7,47,Mature,Good
00015015,"Cherry - Wild, Gean",15,9,44,Mature,Good
00015018,London plane,20,9,66,Mature,Good
00015022,False Acacia,18,6,42,Mature,Fair
00015023,Ash - Narrow-leafed,16,9,47,Mature,Fair
00015025,"Cherry - Wild, Gean",8,6,32,Middle aged,Fair
00015029,False Acacia,16,7,45,Mature,Fair
00015034,London plane,21,8,67,Mature,Good
00015035,False Acacia,19,7,51,Mature,Fair
00015036,False Acacia,16,7,34,Middle aged,Fair
00015039,False Acacia,18,8,49,Mature,Good
00015042,Lime - Common,15,6,56,Mature,Fair
00015043,Lime - Common,15,6,35,Middle aged,Good
00015045,False Acacia,22,6,40,Middle aged,Fair
00015046,London plane,20,9,52,Mature,Good
00015047,London plane,17,8,57,Mature,Good
00015049,False Acacia,17,9,52,Mature,Fair
00015051,London plane,20,10,69,Mature,Good
00015053,False Acacia,21,8,57,Mature,Fair
00015060,London plane,26,5,104,Mature,Good
00015061,False Acacia,15,7,40,Mature,Poor
00015062,Lime - Common,20,5,49,Mature,Fair
00015063,Lime - Common,20,14,61,Mature,Fair
00015064,Ash,22,11,68,Mature,Good
00015065,Ash,15,8,52,Middle aged,Good
00015066,False Acacia,20,9,57,Mature,Good
00015067,London plane,22,12,79,Mature,Good
00015068,London plane,20,12,72,Mature,Good
00015069,London plane,20,11,61,Mature,Good
00015070,London plane,20,11,68,Mature,Good
00015071,London plane,16,8,54,Mature,Good
00015072,London plane,17,8,48,Mature,Good
00015073,London plane,17,8,50,Mature,Good
00015074,London plane,17,11,62,Mature,Good
00015076,False Acacia,19,9,5,Mature,Fair
00015078,London plane,17,10,55,Mature,Good
00015079,London plane,17,11,60,Mature,Good
00015080,London plane,12,9,81,Mature,Good
00015081,False Acacia,12,6,26,Mature,Good
00015082,False Acacia,15,7,53,Mature,Good
00015083,False Acacia,17,9,50,Mature,Good
00015084,London plane,15,8,70,Mature,Good
00015085,False Acacia,12,6,39,Middle aged,Fair
00015086,False Acacia,12,6,40,Mature,Fair
00015088,False Acacia,12,7,35,Mature,Fair
00015089,False Acacia,22,7,55,Mature,Fair
00015090,"Cherry - Wild, Gean",12,7,33,Mature,Good
00015092,"Cherry - Wild, Gean",13,7,37,Mature,Good
00015094,"Cherry - Wild, Gean",12,6,24,Middle aged,Good
00015095,"Cherry - Wild, Gean",14,7,34,Mature,Good
00015104,False Acacia,16,8,43,Mature,Fair
00015110,Elm - Smoothleaf,8,4,22,Middle aged,Fair
00015114,Elm - Smoothleaf,8,6,22,Middle aged,Fair
00015116,Elm - Smoothleaf,8,5,23,Middle aged,Fair
00015117,Elm - Smoothleaf,9,5,28,Middle aged,Fair
00015118,Elm - Smoothleaf,18,4,31,Mature,Fair
00015119,"Oak - Common, Pedunculate",15,6,31,Middle aged,Good
00015120,"Oak - Common, Pedunculate",15,5,21,Mature,Good
00015121,Elm - Smoothleaf,17,5,32,Mature,Good
00015122,Oak - Sessile,17,7,37,Mature,Good
00015123,"Oak - Common, Pedunculate",17,8,47,Mature,Good
00015124,Elm - Smoothleaf,17,5,38,Mature,Good
00015125,"Oak - Common, Pedunculate",16,6,36,Middle aged,Good
00015126,Elm - Smoothleaf,20,8,48,Mature,Good
00015127,Elm - Smoothleaf,8,5,31,Mature,Fair
00015129,London plane,20,14,67,Mature,Good
00015130,London plane,22,14,68,Mature,Fair
00015131,Maple - Variegated Norway,6,4,11,Juvenile,Fair
00015132,Maple - Variegated Norway,7,5,20,Juvenile,Fair
00015133,Maple - Variegated Norway,7,5,22,Middle aged,Fair
00015135,Maple - Purple Norway,10,5,20,Middle aged,Fair
00015136,Maple - Purple Norway,10,6,21,Middle aged,Fair
00015139,Wier maple,15,7,38,Mature,Fair
00015140,Lime - Caucasian,13,6,29,Mature,Good
00015141,Wier maple,18,14,50,Mature,Good
00015144,Wier maple,19,12,43,Mature,Fair
00015145,Wier maple,18,18,57,Mature,Good
00015146,Lime - Caucasian,14,9,35,Middle aged,Fair
00015147,Maple - Norway,15,8,31,Mature,Good
00015148,Wier maple,19,12,51,Mature,Good
00015150,Elder,6,7,18,Mature,Fair
00015151,Sycamore,21,12,38,Mature,Good
00015152,Elder,6,8,31,Over Mature,Fair
00015153,Cherry - Tibetan,4,4,16,Middle aged,Good
00015155,London plane,27,20,131,Mature,Good
00015156,Lime - Common,18,10,73,Mature,Fair
00015157,Lilac,1.5,1,8,Mature,Fair
00015167,Maple - Norway,15,4,35,Middle aged,Good
00015172,London plane,14,9,55,Mature,Fair
00015173,London plane,14,9,45,Mature,Good
00015174,London plane,16,9,48,Mature,Fair
00015175,Rowan,7,6,18,Middle aged,Fair
00015177,Rowan,7,5,39,Mature,Fair
00015180,Lime - Small-leaved,10,4,77,Mature,Fair
00015181,Lime - Small-leaved,12,3,60,Mature,Fair
00015182,Horse Chestnut,12,9,76,Mature,Fair
00015184,Ash,10,7,36,Middle aged,Good
00015187,Birch - Silver,9,6,30,Mature,Good
00015188,Birch - Silver,8,7,28,Mature,Good
00015190,Hawthorn,5,3,28,Mature,Fair
00015191,Plum,8,5,29,Mature,Fair
00015193,Hawthorn - Cockspur,6,3,16,Mature,Fair
00015194,Hawthorn - European,6,3,31,Mature,Fair
00015195,Lime - Common,8,6,37,Mature,Fair
00015196,Whitebeam - Swedish,10,6,47,Mature,Fair
00015198,Hawthorn - Cockspur,5,2,14,Middle aged,Good
00015206,Maple - Norway,9,5,33,Middle aged,Fair
